sku,nombre,descripcion_corta,descripcion,slug,meta_descripcion,precio,precio_regular,marca,categoria,imagen
SL227-B3,"Pulidora 7"" STANLEY SL227-B3 2.200W 8500rpm","<h2><strong>Pulidora STANLEY </strong></h2> <ul> <li><strong>Potencia:</strong> 2200 W</li> <li><strong>Velocidad sin carga</strong> de 8500/min.</li> <li><strong>Diámetro de Disco</strong>: 7pulg (180mm).</li> <li><strong>Dimensiones:</strong> 24 x 12 x 23 cm</li> <li><strong>Peso:</strong> 4,2 Kg</li> </ul>","<p><em>Los productos originales pueden variar ligeramente respecto a las fotos, la información en esta ficha está sujeta a cambios sin previo aviso</em></p> <h2><strong>Pulidora 7"" STANLEY</strong></h2> <p><strong>STANLEY SL227-B3 2.200W 8500rpm Eje 5/8""</strong></p> <ul> <li>Engranajes en Espiral, Reducen la Vibración y Aumentan la Vida Útil.</li> <li>Caja de Engranajes Metálica.</li> <li>Interruptor Sellado contra Polvo.</li> <li>Mango lateral de dos posiciones</li> <li>Construcción duradera</li> <li>Diseño ergonómico</li> </ul> <p> </p>",pulidora-7-stanley-sl227-b3-2200w,"Venta de Pulidora 7"" STANLEY SL227-B3 2.200W 8500rpm Eje 5/8"", contamos con amplio catálogo. Asesoría especializada, Envíos a todo Colombia.",1079000,1079000,STANLEY,Herramientas eléctricas,
STGS9115-B3,"Pulidora 4-½"" STANLEY STGS9115-B3 900W 11.000rpm","<h2><span data-sheets-value=""{""1"":2,""2"":""pulidora dewalt""}"" data-sheets-userformat=""{""2"":513,""3"":{""1"":0},""12"":0}"">Pulidora </span></h2> <ul> <li><strong>Potencia de entrada:</strong> 900W</li> <li><strong>Sin velocidad de carga:</strong> 12,000 RPM</li> <li><strong>Característica del interruptor:</strong> lock on</li> <li><strong>Engranaje y piñón:</strong> acero/acero</li> <li><strong>Tamaño del disco</strong>: 115 mm</li> <li><strong>Diámetro de eje:</strong> M14</li> <li><strong>Contorno del agarre:</strong> 194 mm</li> <li><strong>Longitud del cable:</strong> 2.5m</li> <li><strong>Peso:</strong> 1.9Kg</li> </ul>","<p><em>Los productos originales pueden variar ligeramente respecto a las fotos, la información en esta ficha está sujeta a cambios sin previo aviso.</em></p> <h2><span data-sheets-value=""{""1"":2,""2"":""Atornillador Inalambrico""}"" data-sheets-userformat=""{""2"":513,""3"":{""1"":0},""12"":0}"">Pulidora <strong>STANLEY</strong></span></h2> <p><strong>STANLEY SG6115-B3 620W 11.000rpm Eje 5/8”</strong></p> <ul> <li>Pulidora Angular De 4-1/2'' (115 mm) 900W Stanley STGS9115-B3</li> <li><strong>NUEVA LÍNEA</strong> de pulidoras Stanley Next Generation, pensada en el profesional exigente</li> <li>Facilita tus tareas con un cuerpo ergonómico más delgado</li> <li>Durabilidad excepcional, para trabajos exigentes durante horas</li> <li>Baja vibración para trabajos sin pausas</li> <li>Cuerpo super delgado de 194 mm de contorno de agarre.</li> <li>Desempeño con hasta 30% más potencia</li> </ul> <p><strong>Características</strong></p> <ul> <li>Cortes hasta 20% más rápidos</li> <li>Potente motor para realizar una gran variedad de tareas de corte y rectificado</li> <li>El diseño compacto de la forma de la carcasa permite un agarre cómodo que resulta en una ergonomía superior</li> <li>Larga resistencia gracias al conmutador de alta calidad y al cepillo de carbón duradero</li> <li>Husillo de bloqueo para un cambio rápido y fácil de accesorios</li> <li>Los engranajes cónicos en espiral proporcionan menos vibración, menor nivel de ruido y una vida útil más larga</li> <li>El protector a prueba de explosión garantiza la máxima seguridad del usuario</li> <li>Interruptor deslizante de encendido / apagado para control con una mano y seguridad del usuario</li> <li>Rejillas de ventilación optimizadas.</li> </ul> <p> </p>",pulidora-stanley-stgs9115-b3-900w,"Venta de Pulidora 4-½"" STANLEY STGS9115-B3 900W 11.000rpm Eje 5/8” . Contamos con amplio catálogo. Asesoría especializada, Envíos a todo Colombia.",259000,259000,STANLEY,Herramientas eléctricas,
SG6115-B3,"Pulidora 4-½"" STANLEY SG6115-B3 620W 11.000rpm","<h2><span data-sheets-value=""{""1"":2,""2"":""pulidora dewalt""}"" data-sheets-userformat=""{""2"":513,""3"":{""1"":0},""12"":0}"">Pulidora </span></h2> <ul> <li><strong>Potencia nominal</strong> 620W</li> <li><strong>Tamaño del disco</strong> 4-1/2” (115 mm)</li> <li><strong>Diámetro de eje</strong> M14</li> <li><strong>Velocidad sin carga</strong> 12.000/min (rpm)</li> <li><strong>Contorno del agarre</strong> 179 mm</li> <li><strong>Longitud del cable</strong> 82.67” (2100 mm)</li> <li><strong>Peso</strong> 1.7 KG</li> </ul>","<p><em>Los productos originales pueden variar ligeramente respecto a las fotos, la información en esta ficha está sujeta a cambios sin previo aviso.</em></p> <h2><span data-sheets-value=""{""1"":2,""2"":""Atornillador Inalambrico""}"" data-sheets-userformat=""{""2"":513,""3"":{""1"":0},""12"":0}"">Pulidora <strong>STANLEY</strong></span></h2> <p><strong>STANLEY SG6115-B3 620W 11.000rpm Eje 5/8”</strong></p> <p>- Óptima salida de flujo de aire evita que se sobrecaliente el motor.</p> <p>- Botón grande de bloqueo de eje.</p> <p>- Caja de engranajes compacta para operación en espacios reducidos.</p> <p>- Cuerpo delgado de 179 mm de contorno.</p> <p>- Entrada de aire para contener el ingreso de polvo/residuos, asegurando una mayor vida útil del motor.</p> <p>- Interruptor de dos movimientos para deslizar y oprimir para mayor seguridad.</p> <p>- Guarda a prueba de ruptura de disco que ofrece mayor protección y seguridad.</p> <p> </p>",pulidora-stanley-sg6115-b3-620w,"Venta de Pulidora 4-½"" STANLEY SG6115-B3 620W. Contamos con amplio catálogo. Asesoría especializada, Envíos a todo Colombia.",189000,189000,STANLEY,Herramientas eléctricas,
SGS1045K-B3,"Pulidora 4-½"" STANLEY SGS1045K-B3 1050W","<h2><span data-sheets-value=""{""1"":2,""2"":""pulidora dewalt""}"" data-sheets-userformat=""{""2"":513,""3"":{""1"":0},""12"":0}"">Pulidora </span></h2> <ul> <li><strong>Velocidad:</strong> 11000 rpm</li> <li><strong>Potencia:</strong> 1050W</li> <li><strong>Tipo de uso:</strong> Semiprofesional</li> <li><strong>Diámetro disco:</strong> 4 1/2 pulgadas</li> <li><strong>Tipo de trabajo:</strong> Profesional</li> <li><strong>Dimensiones</strong> ( L xAn xAl) 37 x 11 x 22,5</li> <li><strong>Peso</strong> 1.9Kg</li> </ul>","<p><em>Los productos originales pueden variar ligeramente respecto a las fotos, la información en esta ficha está sujeta a cambios sin previo aviso.</em></p> <h2><span data-sheets-value=""{""1"":2,""2"":""Atornillador Inalambrico""}"" data-sheets-userformat=""{""2"":513,""3"":{""1"":0},""12"":0}"">Pulidora <strong>STANLEY</strong></span></h2> <p><strong>STANLEY SGS1045K-B3 1,050W 11.000rpm Eje 5/8”</strong></p> <p>- Cuenta con caja de engranajes metálica que aumenta la vida útil del motor.<br /> - Diseño ergonómico: se adapta fácilmente a la forma de la mano.<br /> - Interruptor Lock-On.<br /> - Traba de eje.<br /> - Incluye: 1 pulidora, 1 Llave, 1 Guarda, 1 Caja plástica, 2 Discos.</p>",pulidora-stanley-sgs1045k-b3-1050w,"Venta de Pulidora 4-½"" STANLEY SGS1045K-B3 .contamos con amplio catálogo. Asesoría especializada, Envíos a todo Colombia.",309000,309000,STANLEY,Herramientas eléctricas,
SP137K-B3,"Polichadora SP137K-B3 STANLEY 7"" 1,300w (Profesional)",<h2><strong>Polichadora </strong></h2> <ul> <li><strong>Potencia</strong> 1300W</li> <li><strong>Velocidad sin carga</strong> 500 a 3000 RPM</li> <li><strong>Control de Velocidad</strong> Constante bajo cargas variables</li> <li><strong>Mango Auxiliar</strong> Mango en D</li> <li><strong>Estilo Almohadilla</strong> Velcro</li> <li><strong>Longitud de la herramienta</strong> 400mm</li> <li><strong>Medidas</strong> 40 x 42 x 40 cm</li> <li><strong>Peso del paquete</strong>: 6 kg</li> <li><strong>Peso</strong> 3.2Kg</li> </ul>,"<p><em>Los productos originales pueden variar ligeramente respecto a las fotos, la información en esta ficha está sujeta a cambios sin previo aviso</em></p> <h2><strong>Polichadora STANLEY</strong></h2> <ul> <li>Entrega constante de velocidad bajo cargas variables</li> <li>Arranque suave para suave pulido y menor esparcimiento de cera o pasta</li> <li>Interruptor de gatillo de 2 dedos con función de bloqueo</li> <li>400mm de longitud de la herramienta y 3.2 Kg de peso aprox uso cómodo</li> <li>Potente motor para cumplir con todos los requisitos para aplicaciones de detallista</li> <li>30% más corto y 10% más liviano que la polichadora STGP1318K</li> <li>Diseño de baja vibración</li> <li>Mango en D para mayor facilidad de uso y aplicaciones detalladas</li> <li>Sistema de velcro para el reemplazo rápido de accesorios</li> </ul>",polichadora-sp137k-b3-stanley-7-profesional,"Venta de Polichadora STANLEY 7"", (Profesional), contamos con amplio catálogo. Asesoría especializada, Envíos a todo Colombia.",539000,539000,STANLEY,Herramientas eléctricas,
SSC22-B3,"Tronzadora STANLEY SSC22-B3 14"" 2.200W",<h2><strong>Tronzadora de metal</strong></h2> <ul> <li><strong>Guarda</strong> Metálica</li> <li><strong>Deflector</strong> de Chispas</li> <li><strong>Base de Acero</strong> Resistente</li> <li><strong>Potencia</strong> 2200 W</li> <li><strong>Velocidad</strong> 3800 Rpm</li> <li><strong>Diámetro del disco</strong> 14″</li> <li><strong>Dimensiones (L X An x Al) </strong>60 x 38 x 43 cm</li> <li><strong>Peso</strong> 16 kg</li> </ul> <p> </p>,"<p><em>Los productos originales pueden variar ligeramente respecto a las fotos, la información en esta ficha está sujeta a cambios sin previo aviso</em></p> <h2><strong>Tronzadora STANLEY </strong></h2> <p><strong>STANLEY SSC22-B3 14"" 2.200W, 3800rpm 16 kg</strong></p> <ul> <li>Cortadora de metales, 3 posiciones de ajuste de guía posterior y abatible a 45° para mayor versatilidad de cortes</li> <li>Motor de alto torque de 2200W para mayor rendimiento y durabilidad</li> <li>Mango ergonómico para mayor control y comodidad de trabajo</li> <li>Guarda robusta para máxima protección</li> <li>Deflector de chispas</li> <li>Base de acero resistente</li> </ul> <ul> <li><strong>Mango</strong> Ergonómico para Mayor Control y Comodidad</li> <li><strong>Guarda</strong> Metálica</li> <li><strong>Deflector</strong> de Chispas</li> <li><strong>Base de Acero</strong> Resistente</li> <li><strong>Potencia</strong> 2200 W</li> <li><strong>Velocidad</strong> 3800 Rpm</li> <li><strong>Diámetro del disco</strong> 14""</li> <li><strong>Dimensiones (L X An x Al) </strong>60 x 38 x 43 cm</li> <li><strong>Peso</strong> 16 kg</li> </ul>",tronzadora-stanley-ssc22-b3,"Venta de Tronzadora STANLEY SSC22-B3 2.200W, contamos con amplio catálogo. Asesoría especializada, Envíos a todo Colombia.",719000,719000,STANLEY,Herramientas eléctricas,
SH86,Sopladora/Aspiradora STIHL SH86 a gasolina,"<h2>Sopladora/Aspiradora STIHL</h2> <ul> <li><strong>Cilindrada</strong> 27,2 cm³</li> <li><strong>Vibraciones izquierdas/derecha</strong> 2,5/1,9 m/s²</li> <li><strong>Nivel sonoro</strong> 93 dB(A)</li> <li><strong>Potencia sonora</strong> 106 dB(A)</li> <li><strong>Volumen saco recogedor</strong> 45 l</li> <li><strong>Potencia</strong> 0,8/1,1 kW/CV</li> <li><strong>CO2</strong> 848 g/kWh</li> <li><strong>Dimensiones (LxAnxAl)</strong> 86 x 34 x 45</li> <li><strong>Peso</strong> 5,8 kg</li> </ul>","<p><em>Los productos originales pueden variar ligeramente respecto a las fotos, la información en esta ficha está sujeta a cambios sin previo aviso</em></p> <h2>Sopladora/Aspiradora STIHL</h2> <p><strong>STIHL SH86 a gasolina 1,07hp, 27,2cm³, 4,4Kg (motor 2-MIX)</strong></p> <p>• Ideal para la limpieza de grandes superficies. Convertible en soplador. Con regulación continua de las revoluciones, boquillas plana y redonda, arranque STIHL ElastoStart, sistema antivibración, 2-MIX y filtro HD2.<br /> • Asa de transporte y manejo ergonómico con una sola mano también para un uso prolongado<br /> • Picador/aspirador de gasolina para grandes terrenos con mucha hojarasca<br /> • Expulsión sin picos de fuerza gracias a ElastoStart de STIHL<br /> • Cómodo manejo gracias a la palanca de aceleración con botón de stop y regulación continua<br /> • Potente y económico gracias al motor STIHL 2-MIX<br /> • Manejo ergonómico con una sola mano.</p> <h2><a href=""https://equipmaster.com.co/agro-y-jardin/tips-esenciales-para-fumigar/"">Tips Esenciales para Fumigar</a></h2> <h3><a href=""https://equipmaster.com.co/agro-y-jardin/equipos-con-motor-2-mix-de-stihl/"">Equipos con Motor 2-MIX de STIHL</a></h3>",sopladora-aspiradora-stihl-sh86-a-gasolina,"Venta de Sopladora/Aspiradora STIHL SH86 a gasolina 1,07hp . contamos con amplio catálogo. Asesoría especializada, Envíos a todo Colombia.",1679000,1679000,STIHL,Jardín y forestal,
DTL10000,"Motoazada Motocultor DUCATI DTL10000 a gasolina 7hp, 6 velocidades","<h2><span data-sheets-value=""{""1"":2,""2"":""Motocultor""}"" data-sheets-userformat=""{""2"":513,""3"":{""1"":0},""12"":0}"">Motocultor</span></h2> <ul> <li><strong>Potencia</strong> 7 Hp</li> <li><strong>Motor</strong> 4 Tiempos – OHV</li> <li><strong>Cilindraje</strong> 212 cc</li> <li><strong>Combustible</strong> Gasolina</li> <li><strong>Tipo de arranque</strong> Manual – Retráctil</li> <li><strong>Capacidad del tanque</strong> 4,3 L</li> <li><strong>Tipo de aceite</strong> 15w40</li> <li><strong>Capacidad de aceite</strong> 1.6L</li> <li><strong>No Cuchillas</strong> 32</li> <li><strong>Ancho de trabajo</strong> 60 – 80 – 100 mm</li> <li><strong>Profundidad de trabajo</strong> 36 cm</li> <li><strong>Medida llantas</strong> 400 x 800mm</li> <li><strong>Presión de aire ruedas</strong> 45 P.S.I</li> <li><strong>Dimensiones embalaje  (L x An x Al) </strong>55 x 85 x 80</li> <li><strong>Peso</strong> 101 Kg</li> </ul>","<p><em>Los productos originales pueden variar ligeramente respecto a las fotos, la información en esta ficha está sujeta a cambios sin previo aviso.</em></p> <h2><span data-sheets-value=""{""1"":2,""2"":""Motoazada Motocultor""}"" data-sheets-userformat=""{""2"":513,""3"":{""1"":0},""12"":0}"">Motoazada Motocultor</span></h2> <p><strong>DTL10000 - DUCATI a gasolina 7hp, Ancho de trabajo 60cmA 100cm, profundidad de arado 15-36 centímetros, 6 velocidades</strong></p> <p>• <strong>Potencia</strong> 7 Hp<br /> • <strong>Motor</strong> 4 Tiempos - OHV<br /> • <strong>Cilindraje</strong> 212 cc<br /> • <strong>Combustible</strong> Gasolina<br /> • <strong>Tipo de arranque</strong> Manual - Retráctil<br /> • <strong>Capacidad del tanque</strong> 4,3 L<br /> • <strong>Tipo de aceite</strong> 20w50<br /> • <strong>Depósito de aceite</strong> 0,6 L<br /> • <strong>Filtro de aire</strong> Bañe de aceite<br /> • <strong>Tipo Directa</strong> por engranajes<br /> • <strong>Velocidades</strong> 4 adelante 2 atrás<br /> • <strong>Embrague Multidisco</strong> de fricción<br /> • <strong>Tipo de aceite</strong> 15w40<br /> • <strong>Capacidad de aceite</strong> 1.6L<br /> • <strong>No Cuchillas</strong> 32<br /> • <strong>Ancho de trabajo</strong> 60 - 80 - 100 mm<br /> • <strong>Profundidad de trabajo</strong> 36 cm<br /> • <strong>Medida llantas</strong> 400 x 800mm<br /> • <strong>Presión de aire ruedas</strong> 45 P.S.I</p> <p><strong>Accesorios incluidos </strong></p> <ul> <li>Manual de usuario</li> <li>Kit de herramienta básico</li> <li>2 ruedas neumáticas para transporte</li> <li>Juego de cuchillas y barra de profundidad</li> </ul> <h2><a href=""https://equipmaster.com.co/agro-y-jardin/motoazadas-herramientas-agricolas/"">Motoazadas: herramientas agrícolas</a></h2>",motoazada-motocultor-ducati-dtl10000-a-gasolina-7hp-6-velocidades,"Venta de Motoazada Motocultor DUCATI DTL10000 a gasolina 7hp 6 velocidades , contamos con amplio catálogo. Asesoría especializada, Envíos a todo Colombia.",4199000,4199000,DUCATI,Agro y ganadería,
429-GSP30,"Fumigadora Estacionaria MASTER KTC 429-GSP30 motor 7hp gasolina, caudal 46litros/min",<h2><b>Fumigadora MASTER </b></h2> <ul> <li><strong>Combustible Gasolina</strong> sin plomo con octanaje 86 o superior</li> <li><strong>Potencia Nominal</strong> 4.1 kW / 3600 rpm</li> <li><strong>Torque Nominal</strong> 12.4 Nm / 2500 rpm</li> <li><strong>Presión</strong> 0 – 580 PSI (0 – 40 Bar)</li> <li><strong>Caudal</strong> 32 – 46 l/min</li> <li><strong>Velocidad de Trabajo</strong> 800 – 1200 rpm</li> <li><strong>Cilindraje</strong> 196 cc</li> <li><strong>Velocidad Máxima</strong> 3600 rpm</li> <li><strong>Consumo Aproximado</strong> <strong>a Carga Máxima</strong> 0.5 gal/h</li> <li><strong>Autonomía con Tanque Lleno</strong> 1 Hora y 45 Minutos</li> <li><strong>Dimensiones (L x An x Al):</strong> 86 x 34 x 45</li> <li><strong>Peso:</strong> 38 kg</li> </ul>,"<p><em>Los productos originales pueden variar ligeramente respecto a las fotos, la información en esta ficha está sujeta a cambios sin previo aviso</em></p> <h2>Fumigadora estacionaria</h2> <p><strong>MASTER KTC 429-GSP30 motor 7hp gasolina, caudal 46litros/min, presión 0-580psi, 1 manguera, 1 lanza y kit de fumigación</strong></p> <p><strong>Bomba</strong></p> <p>• Tipo Bomba de Émbolo<br /> • Presión 0 - 580 PSI (0 – 40 Bar)<br /> • Caudal 32 – 46 l/min<br /> • Velocidad de Trabajo 800 – 1200 rpm<br /> • Material Pistones Acero Inoxidable<br /> • Material Aleación de Bronce<br /> • Material del Cárter Fundición de Hierro<br /> • Control del Retorno de Presión Manual</p> <p><strong>Motor</strong></p> <p>• Tipo 4 Tiempos / Refrigerado por Aire / OHV<br /> • Combustible Gasolina sin plomo con octanaje 86 o superior<br /> • Potencia Nominal 4.1 kW / 3600 rpm<br /> • Torque Nominal 12.4 Nm / 2500 rpm<br /> • Cilindraje 196 cc</p> <p><strong>Lanza</strong></p> <p>• Material Punta y Acople de Manguera en Bronce // Cuerpo en Acero<br /> • Longitud 90 cm<br /> • Tipo 1 Salida con Punta Curva<br /> • Regulador de Salida Si</p> <p><a style=""font-size: 24px;"" href=""https://equipmaster.com.co/agro-y-jardin/para-que-sirven-las-fumigadoras-agricolas/""><strong>¿Para Qué Sirven Las Fumigadoras Agrícolas?</strong></a></p>",fumigadora-estacionaria-master-ktc-429-gsp30-motor-7hp-gasolina,"Venta de Fumigadora Estacionaria MASTER KTC 429-GSP30, contamos con amplio catálogo. Asesoría especializada, Envíos a todo Colombia.",1379000,1379000,MASTER,Fumigación,
TF030NE-GM200K,Fumigadora Estacionaria FORTE TF030NE-GM200K Motor 6.5hp gasolina caudal 30litros/min,"<h2><strong>Estacionaria para fumigar</strong></h2> <ul> <li><strong>TF030NE-GM200K</strong></li> <li><strong>Presión de trabajo</strong> 500 PSI (35 bares)</li> <li><strong>Potencia</strong> 6.5 HP</li> <li><strong>Pistones Acero</strong> 3×28 mm Ø</li> <li><strong>Velocidad</strong> 800 – 1200 RPM</li> <li><strong>Motor</strong> GM200</li> <li><strong>Caudal</strong> 30 L/min (8 gpm)</li> <li><strong>Dimensiones</strong> 86L x 34An x 45At</li> <li><strong>Peso seco</strong> 38 kg</li> <li><strong>Accesorios incluidos</strong> 2 manguera, 2 lanzas y kit de succión.</li> </ul> <p> </p> <p> </p>","<p><em>Los productos originales pueden variar ligeramente respecto a las fotos, la información en esta ficha está sujeta a cambios sin previo aviso.</em></p> <h2><strong>Fumigador Estacionario</strong></h2> <p><strong>FORTE TF030NE-GM200K Motor 6.5hp gasolina, caudal 30litros/min, presión 0-500PSI, 2 Mangueras, 2 Lanzas y kit de succión.</strong></p> <p>Esta fumigadora está diseñada para facilitar el proceso de fumigación generalmente de cultivos, zonas verdes y jardines.</p> <p>• <strong>Presión de trabajo</strong> 500 PSI (35 bares)<br /> •<strong> Potencia</strong> 6.5 HP<br /> • <strong>Pistones Acero</strong> 3x28 mm Ø<br /> • <strong>Velocidad</strong> 800 - 1200 RPM<br /> • <strong>Motor</strong> GM200<br /> • <strong>Caudal</strong> 30 L/min (8 gpm)<br /> • <strong>Dimensiones</strong> 86L x 34An x 45Al<br /> • <strong>Peso seco</strong> 38 kg<br /> • <strong>Accesorios incluidos</strong> 2 manguera, 2 lanzas y kit de succión</p> <h2><strong style=""color: #1b1919;""><a href=""https://equipmaster.com.co/agro-y-jardin/para-que-sirven-las-fumigadoras-agricolas/"">¿Para Qué Sirven Las Fumigadoras Agrícolas?</a></strong></h2>",fumigadora-estacionaria-forte-tf030ne-gm200k-motor-6-5hp-gasolina-caudal-30litros-min,"Venta de Fumigadora Estacionaria FORTE TF030NE-GM200K ,contamos con amplio catálogo. Asesoría especializada, Envíos a todo Colombia",1909000,1909000,FORTE,Fumigación,
GP200-TS28,"Fumigadora Estacionaria HONDA GP200-TS28 motor 6.5hp gasolina, presión 0-500 PSI","<h2><strong>Estacionaria para fumigar</strong></h2> <ul> <li><strong>Tipo Mono cilíndrico</strong> 4 Tiempos</li> <li><strong>Modo Refrigeración</strong> Por aire, cilindro inclinado 25°</li> <li><strong>Tipo de Camisa de Cilindro</strong> Camisa de acero</li> <li><strong>Diámetro x Carrera</strong> 68 X 54mm</li> <li><strong>Cilindrada</strong> 196 cc</li> <li><strong>Relación de compresión</strong> 8.5:1</li> <li><strong>Potencia neta</strong> 6.5 hp</li> <li><strong>Tipo de arranque</strong> Manual (retráctil)</li> <li><strong>Consumo a potencia</strong> nominal 1.7 l/h</li> <li><strong>Capacidad de aceite</strong> 0.6 (l)</li> <li><strong>Aceite recomendado</strong> Enermax 10W-30 API SL</li> <li><strong>Capacidad tanque</strong> combustible 3.1 (l)</li> <li><strong>Modelo fumigadora</strong> TS28</li> <li><strong>Presión máxima</strong> 500 psi</li> <li><strong>Caudal máximo fumigación</strong> 28 lpm</li> <li><strong>Dimensiones</strong> (<strong>L x An x Al):</strong>100L X 40.5An X 58Al</li> <li><strong>Peso:</strong> 50Kg</li> </ul>","<p><em>Los productos originales pueden variar ligeramente respecto a las fotos, la información en esta ficha está sujeta a cambios sin previo aviso.</em></p> <h2><strong>Fumigador Estacionario</strong></h2> <p><strong>GP200-TS28 - HONDA motor 6.5hp gasolina, presión 0-500 PSI, Incluye: Rollo de 100m / Lanza Manguera de succión / Manguera de retorno / Filtro coladera / Guarda poleas / Kit de empaques en V</strong></p> <p>Fumigadora ideal para realizar trabajos de control de plagas y enfermedades en cultivos de hortalizas, papa, frutales y café, entre otros, así como también para realizar trabajos de fertilización foliar. Fumigadora estacionaria de excelente desempeño para labores de agrícolas y, elevación de líquido a grandes alturas.</p> <ul> <li>El diseño OHV mejora la eficiencia de combustión.</li> <li>La disposición de las válvulas permite una admisión de mezcla de combustible más homogénea, además</li> <li>de un escape más rápido y completo.</li> <li>Fácil arranque gracias al sistema de descompresión automático y a un pomo de arranque más ergonómico</li> <li>Fumigadora de embolo, en Acero endurecido, con capacidad de aspersión hasta de 500psi, y 28lpm</li> <li>(consulte su manual para conocer cuantas boquillas y de que caudal puede usar según la aplicación).</li> </ul> <h2><strong style=""color: #1b1919;""><a href=""https://equipmaster.com.co/agro-y-jardin/para-que-sirven-las-fumigadoras-agricolas/"">¿Para Qué Sirven Las Fumigadoras Agrícolas?</a></strong></h2>",fumigadora-estacionaria-honda-gp200-ts28-motor-6-5hp-gasolina,"Venta de Fumigadora Estacionaria HONDA GP200-TS28 motor 6.5hp gasolina, contamos con amplio catálogo. Asesoría especializada, Envíos a todo Colombia",3899000,3899000,HONDA,Fumigación,
EM-RC20L-AL,"Fumigadora RC20L ROYAL CONDOR Aliada 20lts, Embolo Externo",<h2><strong>Fumigadora Manual</strong></h2> <ul> <li><strong>Capacidad del Recipiente</strong>: 20 Litros</li> <li><strong>Cámara de Presión</strong>: 1 Litro</li> <li><strong>Presión de Trabajo</strong>: 40 Psi +/- 10%</li> <li><strong>Tipo </strong>Manual</li> <li><strong>Capacidad</strong> 20 Litros</li> <li><strong>Tipo de Bomba</strong> Bomba Externa</li> <li><strong>Tipo de Motor</strong> No Aplica</li> <li><strong>Dimensiones</strong>: 54 x 22 x 41.5 cm</li> <li><strong>Peso</strong>: 5 Kg</li> </ul>,"<p><em>Los productos originales pueden variar ligeramente respecto a las fotos, la información en esta ficha está sujeta a cambios sin previo aviso.</em></p> <h2><b>Fumigadora de espalda</b></h2> <p><strong>EM-RC20L-AL ROYAL CONDOR Aliada 20lts, embolo externo</strong></p> <ul> <li>La fumigadora Royal Condor La Aliada, se adapta con facilidad a las tareas diarias, muy cómoda gracias a su chasis de diseño ergonómico, muy durable gracias a que su bomba y lanza están fabricados en latón.</li> <li>Es una fumigadora de uso profesional, indicada para el trabajo en múltiples aplicaciones agropecuarias.</li> <li>Para lograr la presión de trabajo requerida bastará con 10 palancazos por minuto si usa una boquilla de descarga de 600 cc/minuto.</li> </ul> <p><strong>Componentes</strong></p> <ul> <li><strong>Lanza:</strong> en latón.</li> <li><strong>Bomba:</strong> Tipo pistón en latón. con sistema de válvulas dividido.</li> <li><strong>Palanca:</strong> para accionar al lado izquierdo.</li> <li><strong>Llave:</strong> ergonómica. con ﬁltro metálico.</li> <li><strong>Manguera:</strong> de alta resistencia. en PVC reforzado.</li> <li><strong>Boquillas:</strong> viene con dos boquillas: una metálica de cono hueco 1000cc. una en polímero de cortina de 600cc.</li> <li><strong>Tanque:</strong> en polietileno de alta densidad con mirilla indicadora de nivel. resistente al impacto y protegido contra la luz ultravioleta</li> <li><strong>Correas:</strong> con hombreras en PVC. ajustables.</li> <li><strong>Chasis:</strong> plano100% plástico. de alta resistencia. ergonómico. con agarradera central.</li> </ul> <p> </p> <h2><strong style=""color: #1b1919;""><a href=""https://equipmaster.com.co/agro-y-jardin/para-que-sirven-las-fumigadoras-agricolas/"">¿Para Qué Sirven Las Fumigadoras Agrícolas?</a></strong></h2>",fumigadora-rc20l-royal-condor-aliada-20lts-embolo-externo,"Venta de fumigadoras Royal Condor EM-RC20L-AL para aplicaciones agrícolas y procesos de desinfección, Asesoría especializada. Envíos a todo Colombia.",469000,469000,ROYAL CONDOR,Fumigación,
